"","Ensemble_number","Drug","Predicted_concentration","Predicted_mass_load"
"14799",48,"buprenorphine",0,0
"14800",48,"buspirone",0,0
"14801",48,"cadexomer iodine",0,0
"14802",48,"calcipotriene",0,0
"14803",48,"canagliflozin",0,0
"14804",48,"carbamazepine",0,0
"14805",48,"cefdinir",0,0
"14806",48,"cefuroxime",0,0
"14807",48,"celecoxib",0,0
"14808",48,"cephalexin",0,0
"14809",48,"cetirizine",0,0
"14810",48,"chlorhexidine",0,0
"14811",48,"chlorthalidone",0,0
"14812",48,"ciclesonide",0,0
"14813",48,"ciclopirox",0,0
"14814",48,"ciprofloxacin",0,0
"14815",48,"clarithromycin",0,0
"14816",48,"clavulanate",0,0
"14817",48,"clindamycin",0,0
"14818",48,"clobetasol",0,0
"14819",48,"clonazepam",0,0
"14820",48,"clopidogrel",0,0
"14821",48,"clotrimazole",0,0
"14822",48,"codeine",0,0
"14823",48,"colchicine",0,0
"14824",48,"cromolyn",0,0
"14825",48,"cyclobenzaprine",0,0
"14826",48,"cyclosporine",0,0
"14827",48,"cyproheptadine",0,0
"14828",48,"dabigatran",0,0
"14829",48,"dapagliflozin",0,0
"14830",48,"dapsone",0,0
"14831",48,"desloratadine",0,0
"14832",48,"desonide",0,0
"14833",48,"desvenlafaxine",0,0
"14834",48,"dexamethasone",0,0
"14835",48,"dexlansoprazole",0,0
"14836",48,"dexmethylphenidate",0,0
"14837",48,"dextroamphetamine",0,0
"14838",48,"dextromethorphan",0,0
"14839",48,"diazepam",0,0
"14840",48,"diclofenac",0,0
"14841",48,"dicyclomine",0,0
"14842",48,"digoxin",0,0
"14843",48,"diphenhydramine",0,0
"14844",48,"divalproex sodium",0,0
"14845",48,"docusate",0,0
"14846",48,"dorzolamide",0,0
"14847",48,"doxazosin",0,0
"14848",48,"doxepin",0,0
"14849",48,"doxycycline",0,0
"14850",48,"dulaglutide",0,0
"14851",48,"duloxetine",0,0
"14852",48,"empagliflozin",0,0
"14853",48,"enalapril",0,0
"14854",48,"epinastine",0,0
"14855",48,"ertugliflozin",0,0
"14856",48,"erythromycin",0,0
"14857",48,"esomeprazole",0,0
"14858",48,"eszopiclone",0,0
"14859",48,"ethinyl estradiol",0,0
"14860",48,"etodolac",0,0
"14861",48,"ezetimibe",0,0
"14862",48,"felodipine",0,0
"14863",48,"fexofenadine",0,0
"14864",48,"flecainide",0,0
"14865",48,"fluconazole",0,0
"14866",48,"flunisolide",0,0
"14867",48,"fluocinonide",0,0
"14868",48,"fluorouracil",0,0
"14869",48,"flurbiprofen",0,0
"14870",48,"formoterol",0,0
"14871",48,"furosemide",0,0
"14872",48,"gemfibrozil",0,0
"14873",48,"gentamicin",0,0
"14874",48,"glimepiride",0,0
"14875",48,"glyburide",0,0
"14876",48,"guaifenesin",0,0
"14877",48,"guanfacine",0,0
"14878",48,"haloperidol",0,0
"14879",48,"hydralazine",0,0
"14880",48,"hydrocodone",0,0
"14881",48,"hydrocortisone",0,0
"14882",48,"hydromorphone",0,0
"14883",48,"hydroxychloroquine",0,0
"14884",48,"hydroxyzine",0,0
"14885",48,"hyoscyamine",0,0
"14886",48,"ibandronate",0,0
"14887",48,"ibuprofen",0,0
"14888",48,"imiquimod",0,0
"14889",48,"indomethacin",0,0
"14890",48,"ipratropium",0,0
"14891",48,"irbesartan",0,0
"14892",48,"isosorbide dinitrate",0,0
"14893",48,"isosorbide mononitrate",0,0
"14894",48,"isotretinoin",0,0
"14895",48,"ivermectin",0,0
"14896",48,"ketoconazole",0,0
"14897",48,"ketoprofen",0,0
"14898",48,"ketorolac",0,0
"14899",48,"labetalol",0,0
"14900",48,"lactulose",0,0
"14901",48,"lansoprazole",0,0
"14902",48,"latanoprost",0,0
"14903",48,"leflunomide",0,0
"14904",48,"letrozole",0,0
"14905",48,"levalbuterol",0,0
"14906",48,"levetiracetam",0,0
"14907",48,"levocetirizine",0,0
"14908",48,"levofloxacin",0,0
"14909",48,"levonorgestrel",0,0
"14910",48,"lidocaine",0,0
"14911",48,"linaclotide",0,0
"14912",48,"linagliptin",0,0
"14913",48,"liraglutide",0,0
"14914",48,"loperamide",0,0
"14915",48,"loratadine",0,0
"14916",48,"lorazepam",0,0
"14917",48,"loteprednol",0,0
"14918",48,"lovastatin",0,0
"14919",48,"lurasidone",0,0
"14920",48,"meclizine",0,0
"14921",48,"medroxyprogesterone",0,0
"14922",48,"memantine",0,0
"14923",48,"mesalamine",0,0
"14924",48,"metaxalone",0,0
"14925",48,"methocarbamol",0,0
"14926",48,"methotrexate",0,0
"14927",48,"methylphenidate",0,0
"14928",48,"methylprednisolone",0,0
"14929",48,"metoclopramide",0,0
"14930",48,"metronidazole",0,0
"14931",48,"minocycline",0,0
"14932",48,"mirabegron",0,0
"14933",48,"mirtazapine",0,0
"14934",48,"modafinil",0,0
"14935",48,"mometasone",0,0
"14936",48,"montelukast",0,0
"14937",48,"morphine",0,0
"14938",48,"moxifloxacin",0,0
"14939",48,"mupirocin",0,0
"14940",48,"mycophenolate mofetil",0,0
"14941",48,"nabumetone",0,0
"14942",48,"nadolol",0,0
"14943",48,"naltrexone",0,0
"14944",48,"nebivolol",0,0
"14945",48,"nifedipine",0,0
"14946",48,"nitrofurantoin",0,0
"14947",48,"nitroglycerin",0,0
"14948",48,"norethindrone",0,0
"14949",48,"nortriptyline",0,0
"14950",48,"ofloxacin",0,0
"14951",48,"olanzapine",0,0
"14952",48,"olopatadine",0,0
"14953",48,"ondansetron",0,0
"14954",48,"oseltamivir",0,0
"14955",48,"oxcarbazepine",0,0
"14956",48,"oxycodone",0,0
"14957",48,"oxymetazoline",0,0
"14958",48,"pantoprazole",0,0
"14959",48,"paroxetine",0,0
"14960",48,"penicillin v potassium",0,0
"14961",48,"permethrin",0,0
"14962",48,"phenazopyridine",0,0
"14963",48,"phentermine",0,0
"14964",48,"phenytoin",0,0
"14965",48,"pioglitazone",0,0
"14966",48,"piroxicam",0,0
"14967",48,"pitavastatin",0,0
"14968",48,"podofilox",0,0
"14969",48,"povidone iodine",0,0
"14970",48,"pramipexole",0,0
"14971",48,"prazosin",0,0
"14972",48,"prednisolone",0,0
"14973",48,"prednisone",0,0
"14974",48,"primidone",0,0
"14975",48,"prochlorperazine",0,0
"14976",48,"promethazine",0,0
"14977",48,"propranolol",0,0
"14978",48,"pseudoephedrine",0,0
"14979",48,"quetiapine",0,0
"14980",48,"quinapril",0,0
"14981",48,"raloxifene",0,0
"14982",48,"ramipril",0,0
"14983",48,"risperidone",0,0
"14984",48,"rizatriptan",0,0
"14985",48,"ropinirole",0,0
"14986",48,"salmeterol",0,0
"14987",48,"semaglutide",0,0
"14988",48,"senna",0,0
"14989",48,"sildenafil",0,0
"14990",48,"silver sulfadiazine",0,0
"14991",48,"sitagliptin",0,0
"14992",48,"solifenacin",0,0
"14993",48,"sotalol",0,0
"14994",48,"spinosad",0,0
"14995",48,"sulfacetamide sodium",0,0
"14996",48,"sulfamethoxazole",0,0
"14997",48,"sulindac",0,0
"14998",48,"sumatriptan",0,0
"14999",48,"tacrolimus",0,0
"15000",48,"tadalafil",0,0
"15001",48,"tamoxifen",0,0
"15002",48,"temazepam",0,0
"15003",48,"terazosin",0,0
"15004",48,"terbinafine",0,0
"15005",48,"ticagrelor",0,0
"15006",48,"timolol",0,0
"15007",48,"tiotropium",0,0
"15008",48,"tizanidine",0,0
"15009",48,"tobramycin",0,0
"15010",48,"tolterodine",0,0
"15011",48,"travoprost",0,0
"15012",48,"triamterene",0,0
"15013",48,"trimethoprim",0,0
"15014",48,"triprolidine",0,0
"15015",48,"umeclidinium",0,0
"15016",48,"valacyclovir",0,0
"15017",48,"valsartan",0,0
"15018",48,"varenicline",0,0
"15019",48,"verapamil",0,0
"15020",48,"vortioxetine",0,0
"15021",48,"witch hazel",0,0
"15022",48,"ziprasidone",0,0
"15023",48,"zolpidem",0,0
"15024",48,"zonisamide",0,0
"15025",49,"ketoconazole",55.4072059960568,17198.61837
"15026",49,"diclofenac",36.0231961879679,11181.74418953
"15027",49,"metformin",32.2389278955812,10007.0921745
"15028",49,"gabapentin",17.5334545555147,5442.45442785
"15029",49,"ibuprofen",7.15198709496334,2220.005402225
"15030",49,"allopurinol",1.86289423380498,578.24982175
"15031",49,"losartan",1.0876772626126,337.619373024
"15032",49,"lisinopril",0.937109282580121,290.88246975
"15033",49,"atenolol",0.806567357057254,250.3617339
"15034",49,"hydroxyzine",0.692098140085179,214.830031075
"15035",49,"furosemide",0.669161561384518,207.7104253
"15036",49,"oxcarbazepine",0.544689156711898,169.073693
"15037",49,"pravastatin",0.51620510428345,160.23212919
"15038",49,"lurasidone",0.480261207974124,149.075
"15039",49,"albuterol",0.413911380304378,128.479748092
"15040",49,"atorvastatin",0.40049278786678,124.314563325
"15041",49,"nortriptyline",0.35084513649953,108.90373375
"15042",49,"fenofibrate",0.303821282103323,94.30734125
"15043",49,"oxycodone",0.235467773827013,73.090138867
"15044",49,"sertraline",0.226810261948944,70.40281255
"15045",49,"lamotrigine",0.221656984768238,68.8032147
"15046",49,"clopidogrel",0.187348687927668,58.1537821275
"15047",49,"metoprolol",0.174657303610778,54.21432567
"15048",49,"hydrochlorothiazide",0.17292917792216,53.67790854375
"15049",49,"rivaroxaban",0.133260642970129,41.3646366205
"15050",49,"citalopram",0.132465978821149,41.11796969
"15051",49,"rosuvastatin",0.126667770880852,39.3181827525
"15052",49,"ezetimibe",0.118692087890298,36.8424988495
"15053",49,"methotrexate",0.104043925418567,32.295650625625
"15054",49,"duloxetine",0.102050493021997,31.676881236
"15055",49,"quetiapine",0.0984965002061829,30.57370765
"15056",49,"lansoprazole",0.079853818330305,24.786944625
"15057",49,"fluoxetine",0.0755983701482584,23.4660364875
"15058",49,"buspirone",0.0755974004039896,23.465735475
"15059",49,"diltiazem",0.0729690484980864,22.64988453
"15060",49,"pantoprazole",0.0709807545231376,22.032710127
"15061",49,"omeprazole",0.0630222031932578,19.56234396
"15062",49,"aripiprazole",0.0608751605891032,18.8958933475
"15063",49,"torsemide",0.0533355141154753,16.5555569235
"15064",49,"montelukast",0.0470340319615727,14.599551657
"15065",49,"cetirizine",0.0459759661634515,14.271123801
"15066",49,"glipizide",0.0306568326439092,9.51600348
"15067",49,"amlodipine",0.0294056272631796,9.127624325
"15068",49,"ramipril",0.0265339538485329,8.2362454104
"15069",49,"donepezil",0.0216154310099097,6.7095162472
"15070",49,"trazodone",0.0169458191743663,5.260050055
"15071",49,"escitalopram",0.0102762050875633,3.189775164
"15072",49,"meloxicam",0.00456063177262535,1.41563834475
"15073",49,"amitriptyline",0.00419738798791253,1.302886021
"15074",49,"tamsulosin",0.00242762668875079,0.753545034695
"15075",49,"nifedipine",0.00107437308555946,0.33348970325
"15076",49,"dulaglutide",0.000993900817966263,0.3085107895
"15077",49,"fluticasone",0.00077384953387561,0.240205990713125
"15078",49,"lorazepam",4.14795025515135e-05,0.01287540351
"15079",49,"tiotropium",5.46978619073852e-06,0.00169784351275
"15080",49,"acetaminophen",0,0
"15081",49,"acyclovir",0,0
"15082",49,"adapalene",0,0
"15083",49,"alendronate",0,0
"15084",49,"alfuzosin",0,0
"15085",49,"alogliptin",0,0
"15086",49,"alprazolam",0,0
"15087",49,"amiodarone",0,0
"15088",49,"amoxicillin",0,0
"15089",49,"amphetamine",0,0
"15090",49,"ampicillin",0,0
"15091",49,"anastrozole",0,0
"15092",49,"apixaban",0,0
"15093",49,"aspirin",0,0
"15094",49,"atomoxetine",0,0
"15095",49,"azelastine",0,0
"15096",49,"azithromycin",0,0
"15097",49,"baclofen",0,0
"15098",49,"beclomethasone",0,0
"15099",49,"benazepril",0,0
"15100",49,"benzonatate",0,0
"15101",49,"benzoyl peroxide",0,0
"15102",49,"benztropine",0,0
"15103",49,"bepotastine",0,0
"15104",49,"betamethasone",0,0
"15105",49,"bimatoprost",0,0
"15106",49,"bisacodyl",0,0
"15107",49,"bismuth subsalicylate",0,0
"15108",49,"bisoprolol",0,0
"15109",49,"brimonidine",0,0
"15110",49,"bromfenac",0,0
"15111",49,"budesonide",0,0
"15112",49,"bumetanide",0,0
"15113",49,"buprenorphine",0,0
"15114",49,"bupropion",0,0
"15115",49,"cadexomer iodine",0,0
"15116",49,"calcipotriene",0,0
"15117",49,"canagliflozin",0,0
"15118",49,"carbamazepine",0,0
"15119",49,"carvedilol",0,0
"15120",49,"cefdinir",0,0
"15121",49,"cefuroxime",0,0
"15122",49,"celecoxib",0,0
"15123",49,"cephalexin",0,0
"15124",49,"chlorhexidine",0,0
"15125",49,"chlorthalidone",0,0
"15126",49,"ciclesonide",0,0
"15127",49,"ciclopirox",0,0
"15128",49,"ciprofloxacin",0,0
"15129",49,"clarithromycin",0,0
"15130",49,"clavulanate",0,0
"15131",49,"clindamycin",0,0
"15132",49,"clobetasol",0,0
"15133",49,"clonazepam",0,0
"15134",49,"clonidine",0,0
"15135",49,"clotrimazole",0,0
"15136",49,"codeine",0,0
"15137",49,"colchicine",0,0
"15138",49,"cromolyn",0,0
"15139",49,"cyclobenzaprine",0,0
"15140",49,"cyclosporine",0,0
"15141",49,"cyproheptadine",0,0
"15142",49,"dabigatran",0,0
"15143",49,"dapagliflozin",0,0
"15144",49,"dapsone",0,0
"15145",49,"desloratadine",0,0
"15146",49,"desonide",0,0
"15147",49,"desvenlafaxine",0,0
"15148",49,"dexamethasone",0,0
"15149",49,"dexlansoprazole",0,0
"15150",49,"dexmethylphenidate",0,0
"15151",49,"dextroamphetamine",0,0
"15152",49,"dextromethorphan",0,0
"15153",49,"diazepam",0,0
"15154",49,"dicyclomine",0,0
"15155",49,"digoxin",0,0
"15156",49,"diphenhydramine",0,0
"15157",49,"divalproex sodium",0,0
"15158",49,"docusate",0,0
"15159",49,"dorzolamide",0,0
"15160",49,"doxazosin",0,0
"15161",49,"doxepin",0,0
"15162",49,"doxycycline",0,0
"15163",49,"empagliflozin",0,0
"15164",49,"enalapril",0,0
"15165",49,"epinastine",0,0
"15166",49,"ertugliflozin",0,0
"15167",49,"erythromycin",0,0
"15168",49,"esomeprazole",0,0
"15169",49,"eszopiclone",0,0
"15170",49,"ethinyl estradiol",0,0
"15171",49,"etodolac",0,0
"15172",49,"famotidine",0,0
"15173",49,"felodipine",0,0
"15174",49,"fexofenadine",0,0
"15175",49,"finasteride",0,0
"15176",49,"flecainide",0,0
"15177",49,"fluconazole",0,0
"15178",49,"flunisolide",0,0
"15179",49,"fluocinonide",0,0
"15180",49,"fluorouracil",0,0
"15181",49,"flurbiprofen",0,0
"15182",49,"formoterol",0,0
"15183",49,"gemfibrozil",0,0
"15184",49,"gentamicin",0,0
"15185",49,"glimepiride",0,0
"15186",49,"glyburide",0,0
"15187",49,"guaifenesin",0,0
"15188",49,"guanfacine",0,0
"15189",49,"haloperidol",0,0
"15190",49,"hydralazine",0,0
"15191",49,"hydrocodone",0,0
"15192",49,"hydrocortisone",0,0
"15193",49,"hydromorphone",0,0
"15194",49,"hydroxychloroquine",0,0
"15195",49,"hyoscyamine",0,0
"15196",49,"ibandronate",0,0
"15197",49,"imiquimod",0,0
"15198",49,"indomethacin",0,0
"15199",49,"ipratropium",0,0
"15200",49,"irbesartan",0,0
"15201",49,"isosorbide dinitrate",0,0
"15202",49,"isosorbide mononitrate",0,0
"15203",49,"isotretinoin",0,0
"15204",49,"ivermectin",0,0
"15205",49,"ketoprofen",0,0
"15206",49,"ketorolac",0,0
"15207",49,"ketotifen",0,0
"15208",49,"labetalol",0,0
"15209",49,"lactulose",0,0
"15210",49,"latanoprost",0,0
"15211",49,"leflunomide",0,0
"15212",49,"letrozole",0,0
"15213",49,"levalbuterol",0,0
"15214",49,"levetiracetam",0,0
"15215",49,"levocetirizine",0,0
"15216",49,"levofloxacin",0,0
"15217",49,"levonorgestrel",0,0
"15218",49,"lidocaine",0,0
"15219",49,"linaclotide",0,0
"15220",49,"linagliptin",0,0
"15221",49,"liraglutide",0,0
"15222",49,"lisdexamfetamine",0,0
"15223",49,"loperamide",0,0
"15224",49,"loratadine",0,0
"15225",49,"loteprednol",0,0
"15226",49,"lovastatin",0,0
"15227",49,"meclizine",0,0
"15228",49,"medroxyprogesterone",0,0
"15229",49,"memantine",0,0
"15230",49,"mesalamine",0,0
"15231",49,"metaxalone",0,0
"15232",49,"methimazole",0,0
"15233",49,"methocarbamol",0,0
"15234",49,"methylphenidate",0,0
"15235",49,"methylprednisolone",0,0
"15236",49,"metoclopramide",0,0
"15237",49,"metronidazole",0,0
"15238",49,"minocycline",0,0
"15239",49,"mirabegron",0,0
"15240",49,"mirtazapine",0,0
"15241",49,"modafinil",0,0
"15242",49,"mometasone",0,0
"15243",49,"morphine",0,0
"15244",49,"moxifloxacin",0,0
"15245",49,"mupirocin",0,0
"15246",49,"mycophenolate mofetil",0,0
"15247",49,"nabumetone",0,0
"15248",49,"nadolol",0,0
"15249",49,"naltrexone",0,0
"15250",49,"naproxen",0,0
"15251",49,"nebivolol",0,0
"15252",49,"nitrofurantoin",0,0
"15253",49,"nitroglycerin",0,0
"15254",49,"norethindrone",0,0
"15255",49,"ofloxacin",0,0
"15256",49,"olanzapine",0,0
"15257",49,"olmesartan",0,0
"15258",49,"olopatadine",0,0
"15259",49,"ondansetron",0,0
"15260",49,"oseltamivir",0,0
"15261",49,"oxybutynin",0,0
"15262",49,"oxymetazoline",0,0
"15263",49,"paroxetine",0,0
"15264",49,"penicillin v potassium",0,0
"15265",49,"permethrin",0,0
"15266",49,"phenazopyridine",0,0
"15267",49,"phentermine",0,0
"15268",49,"phenytoin",0,0
"15269",49,"pioglitazone",0,0
"15270",49,"piroxicam",0,0
"15271",49,"pitavastatin",0,0
"15272",49,"podofilox",0,0
"15273",49,"povidone iodine",0,0
"15274",49,"pramipexole",0,0
"15275",49,"prazosin",0,0
"15276",49,"prednisolone",0,0
"15277",49,"prednisone",0,0
"15278",49,"pregabalin",0,0
"15279",49,"primidone",0,0
"15280",49,"prochlorperazine",0,0
"15281",49,"promethazine",0,0
"15282",49,"propranolol",0,0
"15283",49,"pseudoephedrine",0,0
"15284",49,"quinapril",0,0
"15285",49,"raloxifene",0,0
"15286",49,"ranitidine",0,0
"15287",49,"ranolazine",0,0
"15288",49,"risperidone",0,0
"15289",49,"rizatriptan",0,0
"15290",49,"ropinirole",0,0
"15291",49,"salmeterol",0,0
"15292",49,"semaglutide",0,0
"15293",49,"senna",0,0
"15294",49,"sildenafil",0,0
"15295",49,"silver sulfadiazine",0,0
"15296",49,"simvastatin",0,0
"15297",49,"sitagliptin",0,0
"15298",49,"solifenacin",0,0
"15299",49,"sotalol",0,0
"15300",49,"spinosad",0,0
"15301",49,"spironolactone",0,0
"15302",49,"sulfacetamide sodium",0,0
"15303",49,"sulfamethoxazole",0,0
"15304",49,"sulfasalazine",0,0
"15305",49,"sulindac",0,0
"15306",49,"sumatriptan",0,0
"15307",49,"tacrolimus",0,0
"15308",49,"tadalafil",0,0
"15309",49,"tamoxifen",0,0
"15310",49,"telmisartan",0,0
"15311",49,"temazepam",0,0
"15312",49,"terazosin",0,0
"15313",49,"terbinafine",0,0
"15314",49,"ticagrelor",0,0
"15315",49,"timolol",0,0
"15316",49,"tizanidine",0,0
"15317",49,"tobramycin",0,0
"15318",49,"tolterodine",0,0
"15319",49,"topiramate",0,0
"15320",49,"tramadol",0,0
"15321",49,"travoprost",0,0
"15322",49,"triamcinolone",0,0
"15323",49,"triamterene",0,0
"15324",49,"trimethoprim",0,0
"15325",49,"triprolidine",0,0
"15326",49,"umeclidinium",0,0
"15327",49,"valacyclovir",0,0
"15328",49,"valsartan",0,0
"15329",49,"varenicline",0,0
"15330",49,"venlafaxine",0,0
"15331",49,"verapamil",0,0
"15332",49,"vortioxetine",0,0
"15333",49,"warfarin",0,0
"15334",49,"witch hazel",0,0
"15335",49,"ziprasidone",0,0
"15336",49,"zolpidem",0,0
"15337",49,"zonisamide",0,0
"15338",50,"metformin",53.7315464926354,16678.4869575
"15339",50,"gabapentin",17.5334545555147,5442.45442785
"15340",50,"ibuprofen",7.15198709496334,2220.005402225
"15341",50,"losartan",2.17535452522519,675.238746048
"15342",50,"carbamazepine",1.77382614324397,550.6027301675
"15343",50,"furosemide",1.6729039034613,519.27606325
"15344",50,"atorvastatin",0.80098557573356,248.62912665
"15345",50,"lisinopril",0.624739521720081,193.9216465
"15346",50,"acetaminophen",0.426094287203129,132.261371125
"15347",50,"mometasone",0.383089336945618,118.912462545268
"15348",50,"omeprazole",0.378133219159547,117.37406376
"15349",50,"clopidogrel",0.374697375855337,116.307564255
"15350",50,"nortriptyline",0.35084513649953,108.90373375
"15351",50,"hydrochlorothiazide",0.345858355844319,107.3558170875
"15352",50,"fenofibrate",0.303821282103323,94.30734125
"15353",50,"lovastatin",0.207720818968183,64.477373091
"15354",50,"duloxetine",0.204100986043994,63.353762472
"15355",50,"raloxifene",0.201375028081146,62.5076142165
"15356",50,"citalopram",0.198698968231724,61.676954535
"15357",50,"simvastatin",0.184062195509723,57.133641735
"15358",50,"venlafaxine",0.18264734386477,56.694466125
"15359",50,"fluoxetine",0.151196740296517,46.932072975
"15360",50,"pantoprazole",0.141961509046275,44.065420254
"15361",50,"alogliptin",0.134354662695229,41.70422471925
"15362",50,"rosuvastatin",0.126667770880852,39.3181827525
"15363",50,"empagliflozin",0.106916720267136,33.1873776378
"15364",50,"alendronate",0.104955761508389,32.57868819525
"15365",50,"pioglitazone",0.0763136706517957,23.688068625
"15366",50,"buspirone",0.0755974004039896,23.465735475
"15367",50,"memantine",0.0705099651293153,21.886575216
"15368",50,"ibandronate",0.0613945522750673,19.05711460439
"15369",50,"celecoxib",0.0607072699288669,18.843779415
"15370",50,"metoprolol",0.0582191012035927,18.07144189
"15371",50,"cyclobenzaprine",0.049520645199482,15.3714063525
"15372",50,"montelukast",0.0470340319615727,14.599551657
"15373",50,"tamoxifen",0.0431490822041597,13.3936477125
"15374",50,"amlodipine",0.0235245018105437,7.30209946
"15375",50,"escitalopram",0.0205524101751266,6.379550328
"15376",50,"dapagliflozin",0.0141020381301465,4.37732904375
"15377",50,"isosorbide mononitrate",0.0113275276293153,3.51610988625
"15378",50,"bupropion",0.010435459252297,3.23920829375
"15379",50,"glipizide",0.0102189442146364,3.17200116
"15380",50,"amitriptyline",0.00839477597582505,2.605772042
"15381",50,"anastrozole",0.00679851241305685,2.1102854470625
"15382",50,"budesonide",0.00635776903044097,1.973476938125
"15383",50,"propranolol",0.00620348781507326,1.92558743175
"15384",50,"meloxicam",0.00456063177262535,1.41563834475
"15385",50,"tizanidine",0.00359603811484388,1.116224615
"15386",50,"esomeprazole",0.00329421585095553,1.022537777
"15387",50,"norethindrone",0.00293941884205745,0.91240736625
"15388",50,"tamsulosin",0.00242762668875079,0.753545034695
"15389",50,"ropinirole",0.00145881161808482,0.4528209615
"15390",50,"clonidine",0.000714419754296014,0.2217587494125
"15391",50,"lorazepam",4.14795025515135e-05,0.01287540351
"15392",50,"tiotropium",5.46978619073852e-06,0.00169784351275
"15393",50,"acyclovir",0,0
"15394",50,"adapalene",0,0
"15395",50,"albuterol",0,0
"15396",50,"alfuzosin",0,0
"15397",50,"allopurinol",0,0
"15398",50,"alprazolam",0,0
"15399",50,"amiodarone",0,0
"15400",50,"amoxicillin",0,0
"15401",50,"amphetamine",0,0
"15402",50,"ampicillin",0,0
"15403",50,"apixaban",0,0
"15404",50,"aripiprazole",0,0
"15405",50,"aspirin",0,0
"15406",50,"atenolol",0,0
"15407",50,"atomoxetine",0,0
"15408",50,"azelastine",0,0
"15409",50,"azithromycin",0,0
"15410",50,"baclofen",0,0
"15411",50,"beclomethasone",0,0
"15412",50,"benazepril",0,0
"15413",50,"benzonatate",0,0
"15414",50,"benzoyl peroxide",0,0
"15415",50,"benztropine",0,0
"15416",50,"bepotastine",0,0
"15417",50,"betamethasone",0,0
"15418",50,"bimatoprost",0,0
"15419",50,"bisacodyl",0,0
"15420",50,"bismuth subsalicylate",0,0
"15421",50,"bisoprolol",0,0
"15422",50,"brimonidine",0,0
"15423",50,"bromfenac",0,0
"15424",50,"bumetanide",0,0
"15425",50,"buprenorphine",0,0
"15426",50,"cadexomer iodine",0,0
"15427",50,"calcipotriene",0,0
"15428",50,"canagliflozin",0,0
"15429",50,"carvedilol",0,0
"15430",50,"cefdinir",0,0
"15431",50,"cefuroxime",0,0
"15432",50,"cephalexin",0,0
"15433",50,"cetirizine",0,0
"15434",50,"chlorhexidine",0,0
"15435",50,"chlorthalidone",0,0
"15436",50,"ciclesonide",0,0
"15437",50,"ciclopirox",0,0
"15438",50,"ciprofloxacin",0,0
"15439",50,"clarithromycin",0,0
"15440",50,"clavulanate",0,0
"15441",50,"clindamycin",0,0
"15442",50,"clobetasol",0,0
"15443",50,"clonazepam",0,0
"15444",50,"clotrimazole",0,0
"15445",50,"codeine",0,0
"15446",50,"colchicine",0,0
"15447",50,"cromolyn",0,0
"15448",50,"cyclosporine",0,0
"15449",50,"cyproheptadine",0,0
"15450",50,"dabigatran",0,0
"15451",50,"dapsone",0,0
"15452",50,"desloratadine",0,0
"15453",50,"desonide",0,0
"15454",50,"desvenlafaxine",0,0
"15455",50,"dexamethasone",0,0
"15456",50,"dexlansoprazole",0,0
"15457",50,"dexmethylphenidate",0,0
"15458",50,"dextroamphetamine",0,0
"15459",50,"dextromethorphan",0,0
"15460",50,"diazepam",0,0
"15461",50,"diclofenac",0,0
"15462",50,"dicyclomine",0,0
"15463",50,"digoxin",0,0
"15464",50,"diltiazem",0,0
"15465",50,"diphenhydramine",0,0
"15466",50,"divalproex sodium",0,0
"15467",50,"docusate",0,0
"15468",50,"donepezil",0,0
"15469",50,"dorzolamide",0,0
"15470",50,"doxazosin",0,0
"15471",50,"doxepin",0,0
"15472",50,"doxycycline",0,0
"15473",50,"dulaglutide",0,0
"15474",50,"enalapril",0,0
"15475",50,"epinastine",0,0
"15476",50,"ertugliflozin",0,0
"15477",50,"erythromycin",0,0
"15478",50,"eszopiclone",0,0
"15479",50,"ethinyl estradiol",0,0
"15480",50,"etodolac",0,0
"15481",50,"ezetimibe",0,0
"15482",50,"famotidine",0,0
"15483",50,"felodipine",0,0
"15484",50,"fexofenadine",0,0
"15485",50,"finasteride",0,0
"15486",50,"flecainide",0,0
"15487",50,"fluconazole",0,0
"15488",50,"flunisolide",0,0
"15489",50,"fluocinonide",0,0
"15490",50,"fluorouracil",0,0
"15491",50,"flurbiprofen",0,0
"15492",50,"fluticasone",0,0
"15493",50,"formoterol",0,0
"15494",50,"gemfibrozil",0,0
"15495",50,"gentamicin",0,0
"15496",50,"glimepiride",0,0
"15497",50,"glyburide",0,0
"15498",50,"guaifenesin",0,0
"15499",50,"guanfacine",0,0
"15500",50,"haloperidol",0,0
"15501",50,"hydralazine",0,0
"15502",50,"hydrocodone",0,0
"15503",50,"hydrocortisone",0,0
"15504",50,"hydromorphone",0,0
"15505",50,"hydroxychloroquine",0,0
"15506",50,"hydroxyzine",0,0
"15507",50,"hyoscyamine",0,0
"15508",50,"imiquimod",0,0
"15509",50,"indomethacin",0,0
"15510",50,"ipratropium",0,0
"15511",50,"irbesartan",0,0
"15512",50,"isosorbide dinitrate",0,0
"15513",50,"isotretinoin",0,0
"15514",50,"ivermectin",0,0
"15515",50,"ketoconazole",0,0
"15516",50,"ketoprofen",0,0
"15517",50,"ketorolac",0,0
"15518",50,"ketotifen",0,0
"15519",50,"labetalol",0,0
"15520",50,"lactulose",0,0
"15521",50,"lamotrigine",0,0
"15522",50,"lansoprazole",0,0
"15523",50,"latanoprost",0,0
"15524",50,"leflunomide",0,0
"15525",50,"letrozole",0,0
"15526",50,"levalbuterol",0,0
"15527",50,"levetiracetam",0,0
"15528",50,"levocetirizine",0,0
"15529",50,"levofloxacin",0,0
