Pharmaceutical,Influent_concentration,Units,Sampling date,Sampling location,Sampling type,Reference
Hydroxychloroquine,ND,ng/L,10/1/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/8/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/15/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/22/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/29/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/4/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/11/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/18/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/24/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/1/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/8/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/15/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/13/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/19/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/26/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/2/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/16/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/23/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/2/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/9/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/16/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/23/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/30/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/6/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/13/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/20/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/27/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/4/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/18/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/25/2021,Pennsylvania,24h composite,6
Acetaminophen,0.52,ng/L,5/27/2020,Pennsylvania,24h composite,6
Acetaminophen,76.84,ng/L,6/3/2020,Pennsylvania,24h composite,6
Acetaminophen,63.49,ng/L,6/11/2020,Pennsylvania,24h composite,6
Acetaminophen,82.14,ng/L,6/17/2020,Pennsylvania,24h composite,6
Acetaminophen,87.09,ng/L,6/24/2020,Pennsylvania,24h composite,6
Acetaminophen,168.88,ng/L,7/1/2020,Pennsylvania,24h composite,6
Acetaminophen,65.59,ng/L,7/8/2020,Pennsylvania,24h composite,6
Acetaminophen,108.16,ng/L,7/15/2020,Pennsylvania,24h composite,6
Acetaminophen,77.26,ng/L,7/23/2020,Pennsylvania,24h composite,6
Acetaminophen,179.18,ng/L,7/29/2020,Pennsylvania,24h composite,6
Acetaminophen,211.9,ng/L,8/5/2020,Pennsylvania,24h composite,6
Acetaminophen,188.78,ng/L,8/13/2020,Pennsylvania,24h composite,6
Acetaminophen,189.32,ng/L,8/19/2020,Pennsylvania,24h composite,6
Acetaminophen,203.68,ng/L,8/26/2020,Pennsylvania,24h composite,6
Acetaminophen,201.86,ng/L,9/2/2020,Pennsylvania,24h composite,6
Acetaminophen,1.31,ng/L,9/9/2020,Pennsylvania,24h composite,6
Acetaminophen,248.35,ng/L,9/16/2020,Pennsylvania,24h composite,6
Acetaminophen,69.29,ng/L,9/23/2020,Pennsylvania,24h composite,6
Acetaminophen,77.19,ng/L,10/1/2020,Pennsylvania,24h composite,6
Acetaminophen,93.41,ng/L,10/8/2020,Pennsylvania,24h composite,6
Acetaminophen,21.29,ng/L,10/15/2020,Pennsylvania,24h composite,6
Acetaminophen,75.79,ng/L,10/22/2020,Pennsylvania,24h composite,6
Acetaminophen,11.72,ng/L,10/29/2020,Pennsylvania,24h composite,6
Acetaminophen,15.41,ng/L,11/4/2020,Pennsylvania,24h composite,6
Acetaminophen,254.19,ng/L,11/11/2020,Pennsylvania,24h composite,6
Acetaminophen,75.3,ng/L,11/18/2020,Pennsylvania,24h composite,6
Acetaminophen,65.29,ng/L,11/24/2020,Pennsylvania,24h composite,6
Acetaminophen,68.7,ng/L,12/1/2020,Pennsylvania,24h composite,6
Acetaminophen,2927.23,ng/L,12/8/2020,Pennsylvania,24h composite,6
Acetaminophen,8652.92,ng/L,12/15/2020,Pennsylvania,24h composite,6
Acetaminophen,2744.9,ng/L,1/13/2021,Pennsylvania,24h composite,6
Acetaminophen,1612.63,ng/L,1/19/2021,Pennsylvania,24h composite,6
Acetaminophen,7325.93,ng/L,1/26/2021,Pennsylvania,24h composite,6
Acetaminophen,7494.88,ng/L,2/2/2021,Pennsylvania,24h composite,6
Acetaminophen,3130.45,ng/L,2/9/2021,Pennsylvania,24h composite,6
Acetaminophen,20054.51,ng/L,2/16/2021,Pennsylvania,24h composite,6
Acetaminophen,5677.46,ng/L,2/23/2021,Pennsylvania,24h composite,6
Acetaminophen,13215.26,ng/L,3/2/2021,Pennsylvania,24h composite,6
Acetaminophen,12739.38,ng/L,3/9/2021,Pennsylvania,24h composite,6
Acetaminophen,19316.49,ng/L,3/16/2021,Pennsylvania,24h composite,6
Acetaminophen,13153.98,ng/L,3/23/2021,Pennsylvania,24h composite,6
Acetaminophen,24633.39,ng/L,3/30/2021,Pennsylvania,24h composite,6
Acetaminophen,6074.74,ng/L,4/6/2021,Pennsylvania,24h composite,6
Acetaminophen,5510.52,ng/L,4/13/2021,Pennsylvania,24h composite,6
Acetaminophen,6414.84,ng/L,4/20/2021,Pennsylvania,24h composite,6
Acetaminophen,6069.82,ng/L,4/27/2021,Pennsylvania,24h composite,6
Acetaminophen,5638.97,ng/L,5/4/2021,Pennsylvania,24h composite,6
Acetaminophen,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Acetaminophen,20563.2,ng/L,5/18/2021,Pennsylvania,24h composite,6
Acetaminophen,7257.39,ng/L,5/25/2021,Pennsylvania,24h composite,6
Naproxen,1183.85,ng/L,5/27/2020,Pennsylvania,24h composite,6
Naproxen,768.91,ng/L,6/3/2020,Pennsylvania,24h composite,6
Naproxen,289.26,ng/L,6/11/2020,Pennsylvania,24h composite,6
Naproxen,787.75,ng/L,6/17/2020,Pennsylvania,24h composite,6
Naproxen,656.99,ng/L,6/24/2020,Pennsylvania,24h composite,6
Naproxen,1013.35,ng/L,7/1/2020,Pennsylvania,24h composite,6
Naproxen,660.37,ng/L,7/8/2020,Pennsylvania,24h composite,6
Naproxen,1285.67,ng/L,7/15/2020,Pennsylvania,24h composite,6
Naproxen,939.39,ng/L,7/23/2020,Pennsylvania,24h composite,6
Naproxen,1320.17,ng/L,7/29/2020,Pennsylvania,24h composite,6
Naproxen,1155.64,ng/L,8/5/2020,Pennsylvania,24h composite,6
Naproxen,778.6,ng/L,8/13/2020,Pennsylvania,24h composite,6
Naproxen,928.22,ng/L,8/19/2020,Pennsylvania,24h composite,6
Naproxen,958.69,ng/L,8/26/2020,Pennsylvania,24h composite,6
Naproxen,982.73,ng/L,9/2/2020,Pennsylvania,24h composite,6
Naproxen,19.65,ng/L,9/9/2020,Pennsylvania,24h composite,6
Naproxen,916.49,ng/L,9/16/2020,Pennsylvania,24h composite,6
Naproxen,918.52,ng/L,9/23/2020,Pennsylvania,24h composite,6
Naproxen,684.7,ng/L,10/1/2020,Pennsylvania,24h composite,6
Naproxen,343.4,ng/L,10/8/2020,Pennsylvania,24h composite,6
Naproxen,208.82,ng/L,10/15/2020,Pennsylvania,24h composite,6
Naproxen,341.86,ng/L,10/22/2020,Pennsylvania,24h composite,6
Naproxen,223.37,ng/L,10/29/2020,Pennsylvania,24h composite,6
Naproxen,256.83,ng/L,11/4/2020,Pennsylvania,24h composite,6
Naproxen,1038.95,ng/L,11/11/2020,Pennsylvania,24h composite,6
Naproxen,623.77,ng/L,11/18/2020,Pennsylvania,24h composite,6
Naproxen,532.29,ng/L,11/24/2020,Pennsylvania,24h composite,6
Naproxen,660.17,ng/L,12/1/2020,Pennsylvania,24h composite,6
Naproxen,7579.08,ng/L,12/8/2020,Pennsylvania,24h composite,6
Naproxen,8383.03,ng/L,12/15/2020,Pennsylvania,24h composite,6
Naproxen,6769.93,ng/L,1/13/2021,Pennsylvania,24h composite,6
Naproxen,5478.52,ng/L,1/19/2021,Pennsylvania,24h composite,6
Naproxen,5921.38,ng/L,1/26/2021,Pennsylvania,24h composite,6
Naproxen,7827.77,ng/L,2/2/2021,Pennsylvania,24h composite,6
Naproxen,5599.6,ng/L,2/9/2021,Pennsylvania,24h composite,6
Naproxen,12838.74,ng/L,2/16/2021,Pennsylvania,24h composite,6
Naproxen,11291.08,ng/L,2/23/2021,Pennsylvania,24h composite,6
Naproxen,7931,ng/L,3/2/2021,Pennsylvania,24h composite,6
Naproxen,11362.87,ng/L,3/9/2021,Pennsylvania,24h composite,6
Naproxen,12471.09,ng/L,3/16/2021,Pennsylvania,24h composite,6
Naproxen,9254.35,ng/L,3/23/2021,Pennsylvania,24h composite,6
Naproxen,13077.4,ng/L,3/30/2021,Pennsylvania,24h composite,6
Naproxen,10738.56,ng/L,4/6/2021,Pennsylvania,24h composite,6
Naproxen,10417.77,ng/L,4/13/2021,Pennsylvania,24h composite,6
Naproxen,10799.05,ng/L,4/20/2021,Pennsylvania,24h composite,6
Naproxen,11118.82,ng/L,4/27/2021,Pennsylvania,24h composite,6
Naproxen,6651.38,ng/L,5/4/2021,Pennsylvania,24h composite,6
Naproxen,11127.44,ng/L,5/11/2021,Pennsylvania,24h composite,6
Naproxen,18190.35,ng/L,5/18/2021,Pennsylvania,24h composite,6
Naproxen,16972.52,ng/L,5/25/2021,Pennsylvania,24h composite,6
Ampicillin,8.56,ng/L,5/27/2020,Pennsylvania,24h composite,6
Ampicillin,5.27,ng/L,6/3/2020,Pennsylvania,24h composite,6
Ampicillin,5.05,ng/L,6/11/2020,Pennsylvania,24h composite,6
Ampicillin,7.44,ng/L,6/17/2020,Pennsylvania,24h composite,6
Ampicillin,7.01,ng/L,6/24/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,7/1/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,7/8/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,7/15/2020,Pennsylvania,24h composite,6
Ampicillin,5.11,ng/L,7/23/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,7/29/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,8/5/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,8/13/2020,Pennsylvania,24h composite,6
Ampicillin,5.65,ng/L,8/19/2020,Pennsylvania,24h composite,6
Ampicillin,7.09,ng/L,8/26/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,9/2/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,9/9/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,9/16/2020,Pennsylvania,24h composite,6
Ampicillin,5.53,ng/L,9/23/2020,Pennsylvania,24h composite,6
Ampicillin,8.44,ng/L,10/1/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,10/8/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,10/15/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,10/22/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,10/29/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,11/4/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,11/11/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,11/18/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,11/24/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,12/1/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,12/8/2020,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,12/15/2020,Pennsylvania,24h composite,6
Ampicillin,20.72,ng/L,1/13/2021,Pennsylvania,24h composite,6
Ampicillin,16.97,ng/L,1/19/2021,Pennsylvania,24h composite,6
Ampicillin,18.61,ng/L,1/26/2021,Pennsylvania,24h composite,6
Ampicillin,16.11,ng/L,2/2/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Ampicillin,5.97,ng/L,2/16/2021,Pennsylvania,24h composite,6
Ampicillin,5.36,ng/L,2/23/2021,Pennsylvania,24h composite,6
Ampicillin,6.49,ng/L,3/2/2021,Pennsylvania,24h composite,6
Ampicillin,5.9,ng/L,3/9/2021,Pennsylvania,24h composite,6
Ampicillin,20.7,ng/L,3/16/2021,Pennsylvania,24h composite,6
Ampicillin,5.25,ng/L,3/23/2021,Pennsylvania,24h composite,6
Ampicillin,2.23,ng/L,3/30/2021,Pennsylvania,24h composite,6
Ampicillin,6.23,ng/L,4/6/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,4/13/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,4/20/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,4/27/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,5/4/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,5/18/2021,Pennsylvania,24h composite,6
Ampicillin,ND,ng/L,5/25/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,5/27/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,6/3/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,6/11/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,6/17/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,6/24/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,7/1/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,7/8/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,7/15/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,7/23/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,7/29/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,8/5/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,8/13/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,8/19/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,8/26/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,9/2/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,9/9/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,9/16/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,9/23/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,10/1/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,10/8/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,10/15/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,10/22/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,10/29/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,11/4/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,11/11/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,11/18/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,11/24/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,12/1/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,12/8/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,12/15/2020,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,1/13/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,1/19/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,1/26/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,2/2/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,2/16/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,2/23/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,3/2/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,3/9/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,3/16/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,3/23/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,3/30/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,4/6/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,4/13/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,4/20/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,4/27/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,5/4/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,5/18/2021,Pennsylvania,24h composite,6
Doxycycline,ND,ng/L,5/25/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,8.56,ng/L,5/27/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,6/3/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,5.05,ng/L,6/11/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,7.44,ng/L,6/17/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,7.01,ng/L,6/24/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,31.82,ng/L,7/1/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,26.83,ng/L,7/8/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,19.46,ng/L,7/15/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,5.11,ng/L,7/23/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,53.94,ng/L,7/29/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,44.21,ng/L,8/5/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,43.82,ng/L,8/13/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,28.24,ng/L,8/19/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,35.46,ng/L,8/26/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,35.92,ng/L,9/2/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,32.75,ng/L,9/9/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,29.31,ng/L,9/16/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,5.53,ng/L,9/23/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,10/1/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,10/8/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,10/15/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,10/22/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,10/29/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,11/4/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,22.13,ng/L,11/11/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,11/18/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,11/24/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,12/1/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,12/8/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,213.7,ng/L,12/15/2020,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,1/13/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,1/19/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,302.32,ng/L,1/26/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,301.02,ng/L,2/2/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,600.83,ng/L,2/16/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,165.8,ng/L,2/23/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,281.77,ng/L,3/2/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,475.83,ng/L,3/9/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,457.09,ng/L,3/16/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,420.23,ng/L,3/23/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,937.73,ng/L,3/30/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,141.26,ng/L,4/6/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,125.95,ng/L,4/13/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,156.7,ng/L,4/20/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,238.5,ng/L,4/27/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,64.26,ng/L,5/4/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,539.71,ng/L,5/18/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,165.42,ng/L,5/25/2021,Pennsylvania,24h composite,6
Trimethoprim,25.68,ng/L,5/27/2020,Pennsylvania,24h composite,6
Trimethoprim,26.35,ng/L,6/3/2020,Pennsylvania,24h composite,6
Trimethoprim,25.26,ng/L,6/11/2020,Pennsylvania,24h composite,6
Trimethoprim,22.31,ng/L,6/17/2020,Pennsylvania,24h composite,6
Trimethoprim,35.07,ng/L,6/24/2020,Pennsylvania,24h composite,6
Trimethoprim,31.82,ng/L,7/1/2020,Pennsylvania,24h composite,6
Trimethoprim,26.83,ng/L,7/8/2020,Pennsylvania,24h composite,6
Trimethoprim,32.43,ng/L,7/15/2020,Pennsylvania,24h composite,6
Trimethoprim,25.56,ng/L,7/23/2020,Pennsylvania,24h composite,6
Trimethoprim,32.36,ng/L,7/29/2020,Pennsylvania,24h composite,6
Trimethoprim,44.21,ng/L,8/5/2020,Pennsylvania,24h composite,6
Trimethoprim,43.82,ng/L,8/13/2020,Pennsylvania,24h composite,6
Trimethoprim,28.24,ng/L,8/19/2020,Pennsylvania,24h composite,6
Trimethoprim,35.46,ng/L,8/26/2020,Pennsylvania,24h composite,6
Trimethoprim,35.92,ng/L,9/2/2020,Pennsylvania,24h composite,6
Trimethoprim,19.65,ng/L,9/9/2020,Pennsylvania,24h composite,6
Trimethoprim,29.31,ng/L,9/16/2020,Pennsylvania,24h composite,6
Trimethoprim,61.88,ng/L,9/23/2020,Pennsylvania,24h composite,6
Trimethoprim,42.22,ng/L,10/1/2020,Pennsylvania,24h composite,6
Trimethoprim,24.52,ng/L,10/8/2020,Pennsylvania,24h composite,6
Trimethoprim,17.69,ng/L,10/15/2020,Pennsylvania,24h composite,6
Trimethoprim,33.9,ng/L,10/22/2020,Pennsylvania,24h composite,6
Trimethoprim,20.64,ng/L,10/29/2020,Pennsylvania,24h composite,6
Trimethoprim,29.11,ng/L,11/4/2020,Pennsylvania,24h composite,6
Trimethoprim,131.54,ng/L,11/11/2020,Pennsylvania,24h composite,6
Trimethoprim,86.42,ng/L,11/18/2020,Pennsylvania,24h composite,6
Trimethoprim,64.9,ng/L,11/24/2020,Pennsylvania,24h composite,6
Trimethoprim,51.47,ng/L,12/1/2020,Pennsylvania,24h composite,6
Trimethoprim,36.17,ng/L,12/8/2020,Pennsylvania,24h composite,6
Trimethoprim,20.96,ng/L,12/15/2020,Pennsylvania,24h composite,6
Trimethoprim,34.54,ng/L,1/13/2021,Pennsylvania,24h composite,6
Trimethoprim,5.66,ng/L,1/19/2021,Pennsylvania,24h composite,6
Trimethoprim,31.01,ng/L,1/26/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,2/2/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Trimethoprim,172.86,ng/L,2/16/2021,Pennsylvania,24h composite,6
Trimethoprim,421.3,ng/L,2/23/2021,Pennsylvania,24h composite,6
Trimethoprim,266.06,ng/L,3/2/2021,Pennsylvania,24h composite,6
Trimethoprim,392.38,ng/L,3/9/2021,Pennsylvania,24h composite,6
Trimethoprim,413.78,ng/L,3/16/2021,Pennsylvania,24h composite,6
Trimethoprim,289.91,ng/L,3/23/2021,Pennsylvania,24h composite,6
Trimethoprim,354.84,ng/L,3/30/2021,Pennsylvania,24h composite,6
Trimethoprim,318.88,ng/L,4/6/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,4/13/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,4/20/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,4/27/2021,Pennsylvania,24h composite,6
Trimethoprim,ND,ng/L,5/4/2021,Pennsylvania,24h composite,6
Trimethoprim,11.9,ng/L,5/11/2021,Pennsylvania,24h composite,6
Trimethoprim,448.29,ng/L,5/18/2021,Pennsylvania,24h composite,6
Trimethoprim,335.53,ng/L,5/25/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/27/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,6/3/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,6/11/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,6/17/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,6/24/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,7/1/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,7/8/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,7/15/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,7/23/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,7/29/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,8/5/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,8/13/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,8/19/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,8/26/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,9/2/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,9/9/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,9/16/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,9/23/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/1/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/8/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/15/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/22/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,10/29/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/4/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/11/2020,Pennsylvania,24h composite,6
