"","Pharmaceutical","DTXSID","TOXVAL_TYPE","TOXVAL_NUMERIC","TOXVAL_UNITS","SPECIES_COMMON","SPECIES_SUPERCATEGORY","HUMAN_ECO","CRITICAL_EFFECT","Molar_Mass"
"416","methimazole","DTXSID4020820","NOEC",113.6,"ug/L","Fathead Minnow","Fish","eco","Hormone(s) Thyroxine",114.17
"417","methimazole","DTXSID4020820","NOEC",343.9,"ug/L","Fathead Minnow","Fish","eco","Hormone(s) Triiodothyronine",114.17
"418","methimazole","DTXSID4020820","NOEC",114165,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Gene expression",114.17
"419","methimazole","DTXSID4020820","NOEC",1141.65,"ug/L","Zebra Danio","Fish","eco","Hormone(s) Thyroxine",114.17
"420","methimazole","DTXSID4020820","NOEC",22833,"ug/L","Zebra Danio","Fish","eco","Hormone(s) Thyroxine",114.17
"421","methimazole","DTXSID4020820","NOEC",31966.2,"ug/L","Danio","Fish","eco","Behavior Swimming",114.17
"422","methimazole","DTXSID4020820","NOEC",1e+05,"ug/L","African Clawed Frog","Amphibians","eco","Morphology enlargement",114.17
"423","methimazole","DTXSID4020820","NOEC",114165,"ug/L","Clawed Frog","Amphibians","eco","Development Deformation",114.17
"424","methimazole","DTXSID4020820","NOEC",500043,"ug/L","Danio","Fish","eco","Behavior Swimming",114.17
"425","trimethoprim","DTXSID3023712","NOEC",25000,"ug/L","Guppy","Fish","eco","Behavior Distance moved, change in direct movement",290.323
"426","trimethoprim","DTXSID3023712","NOEC",1e+05,"ug/L","Guppy","Fish","eco","Growth Condition index",290.323
"427","trimethoprim","DTXSID3023712","NOEC",157,"ug/L","Zebra Danio","Fish","eco","Morphology Ratio",290.323
"428","trimethoprim","DTXSID3023712","NOEC",157,"ug/L","Zebra Danio","Fish","eco","Growth",290.323
"429","nadolol","DTXSID3023342","NOEC",2000,"ug/L","Rainbow Trout","Fish","eco","Hormone(s) Norepinephrine",309.406
"430","ramipril","DTXSID8023551","NOEC",416.517,"ug/L","Zebra Danio","Fish","eco","Physiology Blood flow",416.518
"431","enalapril","DTXSID5022982","NOEC",0.0376453,"ug/L","Striped Mullet","Fish","eco","Genetics Estrogen receptor beta mRNA",376.453
"432","enalapril","DTXSID5022982","NOEC",3.76453,"ug/L","Striped Mullet","Fish","eco","Biochemistry Vitellogenin",376.453
"433","enalapril","DTXSID5022982","NOEC",376.453,"ug/L","Striped Mullet","Fish","eco","Cell(s) Viability",376.453
"434","bisoprolol","DTXSID6022682","NOEC",325.448,"ug/L","Zebra Danio","Fish","eco","Physiology Cardiac index",325.449
"435","haloperidol","DTXSID4034150","NOEC",2067.29,"ug/L","Zebra Danio","Fish","eco","Behavior Distance moved, change in direct movement",375.87
"436","haloperidol","DTXSID4034150","NOEC",3006.96,"ug/L","Zebra Danio","Fish","eco","Behavior Distance moved, change in direct movement",375.87
"437","haloperidol","DTXSID4034150","NOEC",9396.76,"ug/L","Zebra Danio","Fish","eco","Behavior Distance moved, change in direct movement",375.87
"438","prazosin","DTXSID4049082","NOEC",19170.3,"ug/L","Copper Rockfish","Fish","eco","Biochemistry Glucose",383.408
"439","letrozole","DTXSID4023202","NOEC",2853.08,"ug/L","Zebra Danio","Fish","eco","Genetics Gene expression",285.31
"440","bumetanide","DTXSID5022699","NOEC",36441.6,"ug/L","Fathead Minnow","Fish","eco","Physiology Chloride flux",364.42
"441","nitroglycerin","DTXSID1021407","NOEC",30,"ug/L","Rainbow Trout","Fish","eco","Growth Weight",227.085
"442","nitroglycerin","DTXSID1021407","NOEC",60,"ug/L","Rainbow Trout","Fish","eco","Growth Weight",227.085
"443","nitroglycerin","DTXSID1021407","NOEC",120,"ug/L","Fathead Minnow","Fish","eco","Mortality Hatch",227.085
"444","nitroglycerin","DTXSID1021407","NOEC",200,"ug/L","Fathead Minnow","Fish","eco","Mortality Mortality",227.085
"445","nitroglycerin","DTXSID1021407","NOEC",290,"ug/L","Rainbow Trout","Fish","eco","Growth Length",227.085
"446","nitroglycerin","DTXSID1021407","NOEC",330,"ug/L","Fathead Minnow","Fish","eco","Growth Length",227.085
"447","nitroglycerin","DTXSID1021407","NOEC",30,"ug/L","Rainbow Trout","Fish","eco","Growth",227.085
"448","nitroglycerin","DTXSID1021407","NOEC",60,"ug/L","Rainbow Trout","Fish","eco","Growth",227.085
"449","nitroglycerin","DTXSID1021407","NOEC",200,"ug/L","Fathead Minnow","Fish","eco","mortality",227.085
"450","nitroglycerin","DTXSID1021407","NOEC",290,"ug/L","Rainbow Trout","Fish","eco","mortality",227.085
"451","nitroglycerin","DTXSID1021407","NOEC",330,"ug/L","Fathead Minnow","Fish","eco","Growth",227.085
"452","anastrozole","DTXSID9022607","NOEC",1e+05,"ug/L","Common Carp","Fish","eco","Morphology Imposex, intersex conditions",293.374
"453","anastrozole","DTXSID9022607","NOEC",2e+05,"ug/L","Common Carp","Fish","eco","Growth Condition index",293.374
"454","anastrozole","DTXSID9022607","NOEC",2900,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Fluorescence",293.374
"455","ketoprofen","DTXSID6020771","NOEC",1,"ug/L","Atlantic Salmon","Fish","eco","Genetics Cytochrome P450 3A mRNA",254.285
"456","ketoprofen","DTXSID6020771","NOEC",25.4285,"ug/L","Topminnow","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",254.285
"457","ketoprofen","DTXSID6020771","NOEC",100,"ug/L","Zebra Danio","Fish","eco","Genetics Aryl hydrocarbon receptor 1a mRNA",254.285
"458","ketoprofen","DTXSID6020771","NOEC",5085.71,"ug/L","Topminnow","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",254.285
"459","ketoprofen","DTXSID6020771","NOEC",10000,"ug/L","Zebra Danio","Fish","eco","Mortality Mortality",254.285
"460","ketoprofen","DTXSID6020771","NOEC",50000,"ug/L","Zebra Danio","Fish","eco","Mortality Mortality",254.285
"461","ketoprofen","DTXSID6020771","NOEC",1,"ug/L","Topminnow","Fish","eco","Genetics ABC transporter C family member 1 mRNA",254.285
"462","ketoprofen","DTXSID6020771","NOEC",100,"ug/L","Topminnow","Fish","eco","Genetics Cytochrome P450, family 1, subfamily A mRNA",254.285
"463","ketoprofen","DTXSID6020771","NOEC",1000,"ug/L","Topminnow","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",254.285
"464","ketoprofen","DTXSID6020771","NOEC",25428.5,"ug/L","Common Carp","Fish","eco","Enzyme(s) Sulfotransferase",254.285
"465","ketoprofen","DTXSID6020771","NOEC",254285,"ug/L","Common Carp","Fish","eco","Enzyme(s) Uridine diphosphate glucuronyl transferase,  UDP glucuronyl transferase",254.285
"466","beclomethasone","DTXSID5040750","NOEC",408.922,"ug/L","Zebra Danio","Fish","eco","Genetics Teratocarcinoma-derived growth factor 1 mRNA",408.92
"467","levothyroxine","DTXSID8023214","NOEC",0.0776875,"ug/L","Zebra Danio","Fish","eco","Behavior Swimming",776.874
"468","levothyroxine","DTXSID8023214","NOEC",0.776875,"ug/L","Zebra Danio","Fish","eco","Behavior Swimming",776.874
"469","levothyroxine","DTXSID8023214","NOEC",1,"ug/L","African Clawed Frog","Amphibians","eco","Growth Length",776.874
"470","levothyroxine","DTXSID8023214","NOEC",77.6875,"ug/L","Zebra Danio","Fish","eco","Behavior Distance moved, change in direct movement",776.874
"471","levothyroxine","DTXSID8023214","NOEC",1.94219,"ug/L","Zebra Danio","Fish","eco","Development Deformation",776.874
"472","levothyroxine","DTXSID8023214","NOEC",3.88437,"ug/L","African Clawed Frog","Amphibians","eco","Histology Proliferation",776.874
"473","levothyroxine","DTXSID8023214","NOEC",7.76875,"ug/L","Zebra Danio","Fish","eco","Genetics Tenomodulin mRNA",776.874
"474","levothyroxine","DTXSID8023214","NOEC",15.5375,"ug/L","Zebra Danio","Fish","eco","Biochemistry Myelin",776.874
"475","levothyroxine","DTXSID8023214","NOEC",15.6152,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Thyroid Hormone Receptor beta mRNA",776.874
"476","levothyroxine","DTXSID8023214","NOEC",19.4219,"ug/L","African Clawed Frog","Amphibians","eco","Cell(s) Thyroid Hormone Receptor",776.874
"477","levothyroxine","DTXSID8023214","NOEC",31.308,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Thyroid hormone regulated basic transcription element-binding protein mRNA",776.874
"478","levothyroxine","DTXSID8023214","NOEC",62.6161,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Thyroid Hormone Receptor beta mRNA",776.874
"479","levothyroxine","DTXSID8023214","NOEC",97.1093,"ug/L","African Clawed Frog","Amphibians","eco","Morphology Length",776.874
"480","levothyroxine","DTXSID8023214","NOEC",125.232,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Thyroid hormone receptor alpha mRNA",776.874
"481","ethinyl estradiol","DTXSID5020576","NOEC",5e-04,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"482","ethinyl estradiol","DTXSID5020576","NOEC",0.00076,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"483","ethinyl estradiol","DTXSID5020576","NOEC",0.00091,"ug/L","Chinese Rare Minnow","Fish","eco","Growth",296.41
"484","ethinyl estradiol","DTXSID5020576","NOEC",0.001,"ug/L","Zebra Danio","Fish","eco","development",296.41
"485","ethinyl estradiol","DTXSID5020576","NOEC",0.0011,"ug/L","Zebra Danio","Fish","eco","mortality",296.41
"486","ethinyl estradiol","DTXSID5020576","NOEC",0.0013,"ug/L","Fathead Minnow","Fish","eco","reproduction",296.41
"487","ethinyl estradiol","DTXSID5020576","NOEC",0.00175,"ug/L","Threespine Stickleback","Fish","eco","reproduction",296.41
"488","ethinyl estradiol","DTXSID5020576","NOEC",0.002,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"489","ethinyl estradiol","DTXSID5020576","NOEC",0.00208,"ug/L","Brown Trout","Fish","eco","Growth",296.41
"490","ethinyl estradiol","DTXSID5020576","NOEC",0.00212,"ug/L","Brown Trout","Fish","eco","Growth",296.41
"491","ethinyl estradiol","DTXSID5020576","NOEC",0.0024,"ug/L","Brown Trout","Fish","eco","Growth",296.41
"492","ethinyl estradiol","DTXSID5020576","NOEC",0.0028,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"493","ethinyl estradiol","DTXSID5020576","NOEC",0.003,"ug/L","Fathead Minnow","Fish","eco","reproduction",296.41
"494","ethinyl estradiol","DTXSID5020576","NOEC",0.00361,"ug/L","Chinese Rare Minnow","Fish","eco","Growth",296.41
"495","ethinyl estradiol","DTXSID5020576","NOEC",0.004,"ug/L","Roach","Fish","eco","Growth",296.41
"496","ethinyl estradiol","DTXSID5020576","NOEC",2.96409e-05,"ug/L","Zebra Danio","Fish","eco","Genetics Cytochrome P450aromB mRNA",296.41
"497","ethinyl estradiol","DTXSID5020576","NOEC",4e-05,"ug/L","Roach","Fish","eco","Population Sex ratio",296.41
"498","ethinyl estradiol","DTXSID5020576","NOEC",9e-05,"ug/L","Zebra Danio","Fish","eco","Growth Length",296.41
"499","ethinyl estradiol","DTXSID5020576","NOEC",1e-04,"ug/L","Mummichog","Fish","eco","Hormone(s) 11-Ketotestosterone",296.41
"500","ethinyl estradiol","DTXSID5020576","NOEC",0.00012,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",296.41
"501","ethinyl estradiol","DTXSID5020576","NOEC",4e-04,"ug/L","Zebra Danio","Fish","eco","Population Sex ratio",296.41
"502","ethinyl estradiol","DTXSID5020576","NOEC",0.00013,"ug/L","Rainbow Trout","Fish","eco","Genetics gamma vitelline envelope protein mRNA",296.41
"503","ethinyl estradiol","DTXSID5020576","NOEC",0.00016,"ug/L","Fathead Minnow","Fish","eco","Growth Weight",296.41
"504","ethinyl estradiol","DTXSID5020576","NOEC",0.00018,"ug/L","Chinese Rare Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"505","ethinyl estradiol","DTXSID5020576","NOEC",0.00021,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",296.41
"506","ethinyl estradiol","DTXSID5020576","NOEC",3e-04,"ug/L","Roach","Fish","eco","Genetics Estrogen receptor alpha mRNA",296.41
"507","ethinyl estradiol","DTXSID5020576","NOEC",0.00031,"ug/L","Zebra Danio","Fish","eco","Growth Length",296.41
"508","ethinyl estradiol","DTXSID5020576","NOEC",0.00036,"ug/L","Zebra Danio","Fish","eco","Reproduction Fertilization",296.41
"509","ethinyl estradiol","DTXSID5020576","NOEC",0.00048,"ug/L","Fathead Minnow","Fish","eco","Morphology Quantity",296.41
"510","ethinyl estradiol","DTXSID5020576","NOEC",5e-04,"ug/L","Zebra Danio","Fish","eco","Reproduction Courtship behavior",296.41
"511","ethinyl estradiol","DTXSID5020576","NOEC",0.00072,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",296.41
"512","ethinyl estradiol","DTXSID5020576","NOEC",0.00076,"ug/L","Fathead Minnow","Fish","eco","Morphology Imposex, intersex conditions",296.41
"513","ethinyl estradiol","DTXSID5020576","NOEC",0.00078,"ug/L","Roach","Fish","eco","Genetics Vitellogenin mRNA",296.41
"514","ethinyl estradiol","DTXSID5020576","NOEC",8e-04,"ug/L","Fathead Minnow","Fish","eco","Histology Ultrastructural changes",296.41
"515","ethinyl estradiol","DTXSID5020576","NOEC",0.00091,"ug/L","Chinese Rare Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"516","ethinyl estradiol","DTXSID5020576","NOEC",0.002,"ug/L","Zebra Danio","Fish","eco","Growth Length",296.41
"517","ethinyl estradiol","DTXSID5020576","NOEC",0.00098,"ug/L","Fathead Minnow","Fish","eco","Genetics Vitellogenin mRNA",296.41
"518","ethinyl estradiol","DTXSID5020576","NOEC",0.001,"ug/L","Zebra Danio","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"519","ethinyl estradiol","DTXSID5020576","NOEC",0.0011,"ug/L","Brown Trout","Fish","eco","Biochemistry Vitellogenin",296.41
"520","ethinyl estradiol","DTXSID5020576","NOEC",0.0016,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",296.41
"521","ethinyl estradiol","DTXSID5020576","NOEC",0.00175,"ug/L","Threespine Stickleback","Fish","eco","Reproduction Infertile",296.41
"522","ethinyl estradiol","DTXSID5020576","NOEC",0.00177846,"ug/L","Clawed Frog","Amphibians","eco","Development Metamorphosis",296.41
"523","ethinyl estradiol","DTXSID5020576","NOEC",0.0018,"ug/L","Threespine Stickleback","Fish","eco","Genetics Vitellogenin mRNA",296.41
"524","ethinyl estradiol","DTXSID5020576","NOEC",0.0019,"ug/L","Japanese Medaka","Fish","eco","Genetics Vitellogenin mRNA",296.41
"525","ethinyl estradiol","DTXSID5020576","NOEC",0.00207487,"ug/L","Frog","Amphibians","eco","Population Sex ratio",296.41
"526","ethinyl estradiol","DTXSID5020576","NOEC",0.00208,"ug/L","Brown Trout","Fish","eco","Growth Weight",296.41
"527","ethinyl estradiol","DTXSID5020576","NOEC",0.00212,"ug/L","Brown Trout","Fish","eco","Genetics Estrogen receptor beta mRNA",296.41
"528","ethinyl estradiol","DTXSID5020576","NOEC",0.0024,"ug/L","Brown Trout","Fish","eco","Genetics Estrogen receptor beta mRNA",296.41
"529","ethinyl estradiol","DTXSID5020576","NOEC",0.0025,"ug/L","Japanese Medaka","Fish","eco","Genetics Gene expression",296.41
"530","ethinyl estradiol","DTXSID5020576","NOEC",0.0028,"ug/L","Fathead Minnow","Fish","eco","Growth Length",296.41
"531","ethinyl estradiol","DTXSID5020576","NOEC",0.0029,"ug/L","Zebra Danio","Fish","eco","Genetics Vitellogenin mRNA",296.41
"532","ethinyl estradiol","DTXSID5020576","NOEC",2,"ug/L","Guppy","Fish","eco","Mortality Mortality",296.41
"533","ethinyl estradiol","DTXSID5020576","NOEC",0.003,"ug/L","Roach","Fish","eco","Genetics Vitellogenin mRNA",296.41
"534","ethinyl estradiol","DTXSID5020576","NOEC",0.0036,"ug/L","Viviporous Blenny","Fish","eco","Reproduction Spermatigonia",296.41
"535","ethinyl estradiol","DTXSID5020576","NOEC",0.00361,"ug/L","Chinese Rare Minnow","Fish","eco","Mortality Mortality",296.41
"536","ethinyl estradiol","DTXSID5020576","NOEC",0.004,"ug/L","Roach","Fish","eco","Genetics Estrogen receptor alpha mRNA",296.41
"537","ethinyl estradiol","DTXSID5020576","NOEC",0.00434,"ug/L","Nile Tilapia","Fish","eco","Genetics insulin-like growth factor 1 mRNA",296.41
"538","ethinyl estradiol","DTXSID5020576","NOEC",0.0045,"ug/L","Zebra Danio","Fish","eco","Development Abnormal",296.41
"539","ethinyl estradiol","DTXSID5020576","NOEC",0.0047,"ug/L","Sea Bass","Fish","eco","Biochemistry Vitellogenin",296.41
"540","ethinyl estradiol","DTXSID5020576","NOEC",4e-05,"ug/L","Roach","Fish","eco","Population",296.41
"541","ethinyl estradiol","DTXSID5020576","NOEC",0.005,"ug/L","Atlantic Salmon","Fish","eco","Genetics Messenger RNA",296.41
"542","ethinyl estradiol","DTXSID5020576","NOEC",0.0054,"ug/L","Fathead Minnow","Fish","eco","Genetics Myelin protein zero mRNA",296.41
"543","ethinyl estradiol","DTXSID5020576","NOEC",0.00558,"ug/L","Zebra Danio","Fish","eco","Mortality Mortality",296.41
"544","ethinyl estradiol","DTXSID5020576","NOEC",0.0058,"ug/L","Bronze Frog","Amphibians","eco","Morphology Area",296.41
"545","ethinyl estradiol","DTXSID5020576","NOEC",0.006,"ug/L","Zebra Danio","Fish","eco","Cell(s) Number of cells",296.41
"546","ethinyl estradiol","DTXSID5020576","NOEC",0.0061,"ug/L","Bronze Frog","Amphibians","eco","Growth Weight",296.41
"547","ethinyl estradiol","DTXSID5020576","NOEC",0.00635,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Vitellogenin",296.41
"548","ethinyl estradiol","DTXSID5020576","NOEC",0.007,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Glutamate",296.41
"549","ethinyl estradiol","DTXSID5020576","NOEC",0.0078,"ug/L","Fathead Minnow","Fish","eco","Development Sexual development",296.41
"550","ethinyl estradiol","DTXSID5020576","NOEC",0.008,"ug/L","Guppy","Fish","eco","Behavior Displaying behavior",296.41
"551","ethinyl estradiol","DTXSID5020576","NOEC",0.0081,"ug/L","Fathead Minnow","Fish","eco","Growth Condition index",296.41
"552","ethinyl estradiol","DTXSID5020576","NOEC",0.00836,"ug/L","Zebra Danio","Fish","eco","Hormone(s) 11-Ketotestosterone",296.41
"553","ethinyl estradiol","DTXSID5020576","NOEC",0.0093,"ug/L","Zebra Danio","Fish","eco","Reproduction Progeny counts/numbers",296.41
"554","ethinyl estradiol","DTXSID5020576","NOEC",0.01,"ug/L","Rainbow Trout","Fish","eco","Genetics CR/20beta-HSD B mRNA",296.41
"555","ethinyl estradiol","DTXSID5020576","NOEC",0.0106,"ug/L","Fathead Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"556","ethinyl estradiol","DTXSID5020576","NOEC",0.011,"ug/L","Sand Goby","Fish","eco","Development Sexual development",296.41
"557","ethinyl estradiol","DTXSID5020576","NOEC",0.011933,"ug/L","Fathead Minnow","Fish","eco","Genetics Gene expression",296.41
"558","ethinyl estradiol","DTXSID5020576","NOEC",0.012,"ug/L","Fathead Minnow","Fish","eco","Population Sex ratio",296.41
"559","ethinyl estradiol","DTXSID5020576","NOEC",0.0121,"ug/L","Fathead Minnow","Fish","eco","Mortality Survival",296.41
"560","ethinyl estradiol","DTXSID5020576","NOEC",0.015,"ug/L","Lake Trout, Siscowet","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"561","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish","eco","Development Sexual development",296.41
"562","ethinyl estradiol","DTXSID5020576","NOEC",0.0156,"ug/L","Rainbow Trout","Fish","eco","Reproduction Fertilization",296.41
"563","ethinyl estradiol","DTXSID5020576","NOEC",0.01623,"ug/L","Nile Tilapia","Fish","eco","Growth Weight",296.41
"564","ethinyl estradiol","DTXSID5020576","NOEC",0.02259,"ug/L","Goldfish","Fish","eco","Accumulation Residue",296.41
"565","ethinyl estradiol","DTXSID5020576","NOEC",0.023,"ug/L","Zebra Danio","Fish","eco","Population Sex ratio",296.41
"566","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"567","ethinyl estradiol","DTXSID5020576","NOEC",0.0264,"ug/L","Zebra Danio","Fish","eco","Hormone(s) 17-beta Estradiol",296.41
"568","ethinyl estradiol","DTXSID5020576","NOEC",0.02655,"ug/L","Shortsnouted Pipefish","Fish","eco","Mortality Mortality",296.41
"569","ethinyl estradiol","DTXSID5020576","NOEC",0.0266768,"ug/L","Frog","Amphibians","eco","Population Sex ratio",296.41
"570","ethinyl estradiol","DTXSID5020576","NOEC",0.0277,"ug/L","Threespine Stickleback","Fish","eco","Growth Length",296.41
"571","ethinyl estradiol","DTXSID5020576","NOEC",5e-05,"ug/L","Zebra Danio","Fish","eco","Population",296.41
"572","ethinyl estradiol","DTXSID5020576","NOEC",0.0285,"ug/L","Roach","Fish","eco","Hormone(s) Corticosterone (Corticoid)",296.41
"573","ethinyl estradiol","DTXSID5020576","NOEC",0.0296409,"ug/L","African Clawed Frog","Amphibians","eco","Morphology Ratio",296.41
"574","ethinyl estradiol","DTXSID5020576","NOEC",0.03,"ug/L","Zebra Danio","Fish","eco","Cell(s) Density",296.41
"575","ethinyl estradiol","DTXSID5020576","NOEC",0.0326,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",296.41
"576","ethinyl estradiol","DTXSID5020576","NOEC",0.0468,"ug/L","Fathead Minnow","Fish","eco","Growth Weight",296.41
"577","ethinyl estradiol","DTXSID5020576","NOEC",0.0473,"ug/L","Zebra Danio","Fish","eco","Reproduction Spawning frequency",296.41
"578","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Zebra Danio","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"579","ethinyl estradiol","DTXSID5020576","NOEC",0.05583,"ug/L","Chinese Rare Minnow","Fish","eco","Mortality Hatch",296.41
"580","ethinyl estradiol","DTXSID5020576","NOEC",0.061,"ug/L","Frog","Amphibians","eco","Hormone(s) Testosterone",296.41
"581","ethinyl estradiol","DTXSID5020576","NOEC",0.0679,"ug/L","Mummichog","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"582","ethinyl estradiol","DTXSID5020576","NOEC",0.0789,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Spiggin",296.41
"583","ethinyl estradiol","DTXSID5020576","NOEC",0.083,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Phosphatidyl choline (phospholipid) content",296.41
"584","ethinyl estradiol","DTXSID5020576","NOEC",0.0948,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Protein content",296.41
"585","ethinyl estradiol","DTXSID5020576","NOEC",0.1,"ug/L","Crimson-Spotted Rainbowfish","Fish","eco","Growth Weight",296.41
"586","ethinyl estradiol","DTXSID5020576","NOEC",0.102,"ug/L","Rainbow Trout","Fish","eco","Genetics Gene expression",296.41
"587","ethinyl estradiol","DTXSID5020576","NOEC",0.109,"ug/L","Sheepshead Minnow","Fish","eco","Biochemistry Vitellogenin",296.41
"588","ethinyl estradiol","DTXSID5020576","NOEC",0.115,"ug/L","Frog","Amphibians","eco","Hormone(s) 17-beta Estradiol",296.41
"589","ethinyl estradiol","DTXSID5020576","NOEC",0.15,"ug/L","Zebra Danio","Fish","eco","Cell(s) Area",296.41
"590","ethinyl estradiol","DTXSID5020576","NOEC",0.216,"ug/L","Japanese Medaka","Fish","eco","Growth Growth rate",296.41
"591","ethinyl estradiol","DTXSID5020576","NOEC",0.2479,"ug/L","Mummichog","Fish","eco","Growth Condition index",296.41
"592","ethinyl estradiol","DTXSID5020576","NOEC",0.261,"ug/L","Japanese Medaka","Fish","eco","Reproduction Fecundity",296.41
"593","ethinyl estradiol","DTXSID5020576","NOEC",0.373,"ug/L","Lake Trout, Siscowet","Fish","eco","Growth Length",296.41
"594","ethinyl estradiol","DTXSID5020576","NOEC",0.473,"ug/L","Japanese Medaka","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"595","ethinyl estradiol","DTXSID5020576","NOEC",0.48,"ug/L","Japanese Medaka","Fish","eco","Reproduction Progeny counts/numbers",296.41
"596","ethinyl estradiol","DTXSID5020576","NOEC",0.5,"ug/L","Japanese Medaka","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"597","ethinyl estradiol","DTXSID5020576","NOEC",0.522,"ug/L","Japanese Medaka","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"598","ethinyl estradiol","DTXSID5020576","NOEC",1,"ug/L","Yellow Catfish","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"599","ethinyl estradiol","DTXSID5020576","NOEC",1.08,"ug/L","Wood Frog","Amphibians","eco","Genetics Vigilin mRNA",296.41
"600","ethinyl estradiol","DTXSID5020576","NOEC",1.60061,"ug/L","Clawed Frog","Amphibians","eco","Morphology Organ weight in relationship to body weight",296.41
"601","ethinyl estradiol","DTXSID5020576","NOEC",2.96409,"ug/L","Zebra Danio","Fish","eco","Genetics Cytochrome P450aromB mRNA",296.41
"602","ethinyl estradiol","DTXSID5020576","NOEC",5,"ug/L","Zebra Danio","Fish","eco","Genetics CYP19A1 mRNA",296.41
"603","ethinyl estradiol","DTXSID5020576","NOEC",10,"ug/L","Zebra Danio","Fish","eco","Reproduction Spermatigonia",296.41
"604","ethinyl estradiol","DTXSID5020576","NOEC",19.0384,"ug/L","Clawed Frog","Amphibians","eco","Genetics Messenger RNA",296.41
"605","ethinyl estradiol","DTXSID5020576","NOEC",19.25,"ug/L","Brown Trout","Fish","eco","Biochemistry High density lipoprotein cholesterol:total cholesterol",296.41
"606","ethinyl estradiol","DTXSID5020576","NOEC",5e-05,"ug/L","Zebra Danio","Fish","eco","Population Sex ratio",296.41
"607","ethinyl estradiol","DTXSID5020576","NOEC",29.6409,"ug/L","Zebra Danio","Fish","eco","Behavior Activity, general",296.41
"608","ethinyl estradiol","DTXSID5020576","NOEC",80.9,"ug/L","Wood Frog","Amphibians","eco","Genetics 7-Dehydrocholesterol reductase mRNA",296.41
"609","ethinyl estradiol","DTXSID5020576","NOEC",100,"ug/L","Fathead Minnow","Fish","eco","Genetics insulin-like growth factor 1 mRNA",296.41
"610","ethinyl estradiol","DTXSID5020576","NOEC",202,"ug/L","Fathead Minnow","Fish","eco","Development Sexual development",296.41
"611","ethinyl estradiol","DTXSID5020576","NOEC",9e-05,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"612","ethinyl estradiol","DTXSID5020576","NOEC",296.409,"ug/L","Zebra Danio","Fish","eco","Behavior Swimming",296.41
"613","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"614","ethinyl estradiol","DTXSID5020576","NOEC",2e-04,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",296.41
"615","ethinyl estradiol","DTXSID5020576","NOEC",5e-04,"ug/L","Zebra Danio","Fish","eco","Growth Weight",296.41
"616","ethinyl estradiol","DTXSID5020576","NOEC",6e-04,"ug/L","Chinese Rare Minnow","Fish","eco","Biochemistry Vitellogenin",296.41
"617","ethinyl estradiol","DTXSID5020576","NOEC",0.00085,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",296.41
"618","ethinyl estradiol","DTXSID5020576","NOEC",0.001,"ug/L","Indian Medaka","Fish","eco","Genetics omChgL mRNA",296.41
